contig_100293_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100295_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10030_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100316_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10032_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100367_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100375_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100388_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10039_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100393_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100395_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10041_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100413_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100423_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100444_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100447_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100462_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100473_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10048_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100482_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100485_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100507_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100512_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100519_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100520_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100523_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100527_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100549_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100550_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100552_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100557_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100559_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100571_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100572_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10058_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100580_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10060_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100635_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100639_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100641_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100644_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100653_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100654_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100658_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100660_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100662_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100663_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100670_1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__unknown	g__unknown	s__uncultured Gammaproteobacteria bacterium
contig_100678_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100686_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100704_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100708_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100709_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100718_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100719_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100724_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100735_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100751_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100759_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100766_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100778_1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Anaplasma	s__phagocytophilum group
contig_10078_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100791_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100797_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10080_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100808_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100812_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10082_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100828_1							
contig_100831_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100846_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100850_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100857_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100859_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100868_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100872_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100879_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100883_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100885_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100894_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100899_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10090_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100901_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100908_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100910_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100911_1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Anaplasma	s__phagocytophilum group
contig_100915_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100928_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100929_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100935_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100936_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100939_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10094_1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Anaplasma	s__phagocytophilum group
contig_100940_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100942_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100974_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_100978_1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Anaplasma	s__phagocytophilum group
contig_100984_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101005_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101013_1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__unknown	g__unknown	s__uncultured Gammaproteobacteria bacterium
contig_101029_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101035_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101037_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101041_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101042_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101056_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10107_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101070_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101074_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101081_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101091_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101093_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101099_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10111_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101110_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101114_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10112_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101121_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101137_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101140_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101156_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101163_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101169_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101172_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101183_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101186_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10119_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101192_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101195_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101202_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101205_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101210_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101212_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10122_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101222_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101227_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10124_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101254_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101258_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10126_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101262_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101265_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101267_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101271_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101280_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101281_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101284_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101287_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10129_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10130_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101305_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101314_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101324_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101327_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101340_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101343_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101345_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10135_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101354_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101356_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10136_1							
contig_101360_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101361_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101364_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101366_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101372_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101375_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101383_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101401_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101404_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101414_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101418_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101423_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10143_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101431_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101446_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101461_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101464_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101466_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10147_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101470_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101478_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101480_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101482_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101496_1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__unknown	g__unknown	s__uncultured Gammaproteobacteria bacterium
contig_101497_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101517_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101524_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101528_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101532_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101535_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101537_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101540_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101545_1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Anaplasma	s__phagocytophilum group
contig_101551_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101554_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_10157_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101573_1							
contig_101585_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101594_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101608_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101609_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101610_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101616_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101621_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101622_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101627_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101632_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101648_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101651_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101653_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
contig_101656_1	d__Eukaryota	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown
